id,informacoes_das_colunas,categoria,explicacao,rouge,iteracao,technique_used
627565e5-1906-4239-80c3-23764b13fd6e,"NVT Name: Traceroute / Summary: Collect information about the network route and
  network distance between the scanner host and the target host. / Vulnerability Insight: For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more. / Impact: [ausente]",Low,"The Traceroute vulnerability provides information about network routes and distances, which can be used for reconnaissance. However, it does not directly lead to unauthorized access or significant impact on confidentiality, integrity, or availability. The hint suggests a Low severity level, which aligns with the limited impact and the requirement for complex conditions (such as internal network access) to exploit this vulnerability.",1.0,1,progressive_hint
5df0dfca-ed89-4e31-af23-b51b57ab8ef6,"NVT Name: PHP < 5.5.32, 5.6.x < 5.6.18, 7.x < 7.0.3 Privilege Escalation Vulnerability - Linux / Summary: PHP is prone to a privilege escalation vulnerability. / Vulnerability Insight: An error occurs in the function stream_get_meta_data of the
  component File Upload. The manipulation as part of a Return Value leads to a privilege escalation
  vulnerability (Metadata). / Impact: Successfully exploitation will allow an attacker to update the
  'metadata' and affect on confidentiality, integrity, and availability.",High,"The vulnerability allows for privilege escalation, which impacts confidentiality, integrity, and availability. It is remotely exploitable, indicating a significant impact and potential for unauthorized access.",1.0,1,progressive_hint
49540816-7a14-4314-aac3-27ce9052367d,"NVT Name: SSH Brute Force Logins With Default Credentials Reporting / Summary: It was possible to login into the remote SSH server using
  default credentials. / Vulnerability Insight: As the VT 'SSH Brute Force Logins With Default Credentials'
  (OID: 1.3.6.1.4.1.25623.1.0.108013) might run into a timeout the actual reporting of this
  vulnerability takes place in this VT instead. / Impact: This issue may be exploited by a remote attacker to e.g. gain
  access to sensitive information or modify system configuration.",High,"The vulnerability allows remote attackers to gain access using default credentials, which can lead to significant impact on confidentiality and integrity. This aligns with the characteristics of a High severity vulnerability as it involves a remote attack vector and potential privilege escalation.",1.0,1,progressive_hint
aac4c5ac-20ee-443c-8e66-eb3c2c540ddb,"NVT Name: Apache HTTP Server Man-in-the-Middle Attack Vulnerability (Jul 2016) - Linux / Summary: Apache HTTP Server is prone to a man-in-the-middle attack vulnerability. / Vulnerability Insight: The flaw is due to 'CGI Servlet' does not
  protect applications from the presence of untrusted client data in the
  'HTTP_PROXY' environment variable. / Impact: Successful exploitation will allow remote
  attackers to redirect an application's outbound HTTP traffic to an arbitrary
  proxy server via a crafted proxy header in an HTTP request.",High,"The vulnerability allows remote attackers to redirect an application's outbound HTTP traffic, which can lead to significant impact on confidentiality and integrity. The attack is remotely exploitable without requiring complex conditions or authentication, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
d6329559-992a-468e-87cf-1fac71a670de,NVT Name: PHP Heap Use-After-Free Vulnerability (Sep 2019) - Linux / Summary: PHP is prone to a heap-based use-after-free vulnerability. / Vulnerability Insight: PHP is prone to a heap use-after-free in pcrelib (cmb). / Impact: [ausente],High,"The PHP Heap Use-After-Free Vulnerability in pcrelib (cmb) allows for a significant impact, as it is a heap-based vulnerability that can be remotely exploited. This type of vulnerability often leads to privilege escalation and can result in unauthorized access, making it classified as High severity.",1.0,1,progressive_hint
02731560-68b7-4b79-9b2e-f30d5111d83f,"NVT Name: PHP < 5.4.40, 5.5.x < 5.5.24, 5.6.x < 5.6.8 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - Multiple stack-based buffer overflows in the 'phar_set_inode' function in phar_internal.h script
  in PHP.

  - Vulnerabilities in 'phar_parse_metadata' and 'phar_parse_pharfile' functions in ext/phar/phar.c
  script in PHP.

  - A NULL pointer dereference flaw in the 'build_tablename' function in 'ext/pgsql/pgsql.c' script
  that is triggered when handling NULL return values for 'token' / Impact: Successfully exploiting these issues allow remote attackers to
  cause a denial of service, to obtain sensitive information from process memory and to execute
  arbitrary code via crafted dimensions.",Critical,"The vulnerability involves multiple stack-based buffer overflows and NULL pointer dereferences in PHP, leading to a denial of service, sensitive information disclosure, and remote code execution. These issues can be exploited without authentication, posing a maximum impact on confidentiality, integrity, and availability. The hint suggests a severity near Critical, which aligns with the potential for no authentication required and the significant impact on system security.",1.0,1,progressive_hint
81872fcd-d12e-4fd0-8fdf-64beebb6f268,"NVT Name: Oracle MySQL Server <= 5.5.51 Security Update (cpuoct2016) - Linux / Summary: Oracle MySQL Server is prone to an unspecified vulnerability. / Vulnerability Insight: The flaw exists due to an unspecified error within the
  'Server:DML' component. / Impact: Successful exploitation of this vulnerability will allow a
  remote authenticated user to cause denial of service conditions.",High,"The vulnerability allows a remote authenticated user to cause denial of service conditions, which impacts availability. Although it requires authentication, the ability to remotely exploit the vulnerability and its unspecified nature suggest a significant impact, aligning with the severity level of High as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
48a34e59-fbd9-4698-b18c-80ff4df2b7a0,"NVT Name: Database Open Access Information Disclosure Vulnerability / Summary: Various Database server might be prone to an information
  disclosure vulnerability if accessible to remote systems. / Vulnerability Insight: The remote database server is not restricting direct access from
  remote systems. / Impact: Successful exploitation could allow an attacker to obtain
  sensitive information from the database.",High,"The vulnerability allows remote access to a database server without restrictions, potentially leading to information disclosure. This impacts confidentiality significantly, as sensitive information could be obtained by an attacker. The attack vector is remote, and no authentication is required, which aligns with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
7de117fc-7093-4fc5-ac5f-bd726d0a18ff,"NVT Name: Traceroute / Summary: Collect information about the network route and
  network distance between the scanner host and the target host. / Vulnerability Insight: For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more. / Impact: [ausente]",Low,"The Traceroute vulnerability primarily provides information about network routes and distances, which can be used for reconnaissance purposes. It does not directly lead to unauthorized access, privilege escalation, or significant impact on confidentiality, integrity, or availability. The hint suggests a Low severity level, which aligns with the limited impact described in the vulnerability information.",1.0,1,progressive_hint
b7f4687d-3f57-445e-afcb-7afad43c2a4f,"NVT Name: PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux / Summary: PHP released new versions which include a security fix. / Vulnerability Insight: Fix #81708: UAF due to php_filter_float() failing for ints. / Impact: [ausente]",Medium,"The vulnerability involves a use-after-free (UAF) issue in PHP, which could lead to unauthorized access if exploited. Although the impact is not explicitly stated, the hint suggests it is near Medium severity, indicating moderate impact on confidentiality and integrity. The vulnerability requires access to the affected system but does not necessarily require authentication, placing it in the Medium severity range according to the CVSSv3 taxonomy.",1.0,1,progressive_hint
a7f30457-329c-4fa9-9eab-ae3ad3397ec0,NVT Name: IP Forwarding Enabled - Active Check / Summary: Checks if the remote host has IP forwarding enabled. / Vulnerability Insight: [ausente] / Impact: [ausente],Low,"The vulnerability involves checking if IP forwarding is enabled, which, while potentially allowing unauthorized access, does not directly lead to privilege escalation or remote code execution. The impact is limited to local access and complex conditions required, aligning with the Low severity level as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
9646f65c-0637-4011-b089-1bf25c324dd2,"NVT Name: Web Application Scanning Consolidation / Info Reporting / Summary: The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves web application scanning scripts and settings that could potentially expose sensitive information. However, the impact is limited to local access or complex conditions required, which aligns with the Low severity classification. The lack of authentication requirements and absence of remote exploitability further supports this assessment.",1.0,1,progressive_hint
03706f83-3539-43b5-a8ec-091dd9bb8df0,"NVT Name: PHP 5.4.x < 5.4.27, 5.5.x < 5.5.12 Privilege Escalation Vulnerability / Summary: PHP is prone to a privilege escalation vulnerability. / Vulnerability Insight: An error in 'sapi/fpm/fpm/fpm_unix.c' within FastCGI Process
  Manager allows setting insecure permissions for a unix socket. / Impact: Successful exploitation will allow remote attackers to gain
  access to the socket and gain elevated privileges.",High,"The vulnerability allows remote attackers to gain elevated privileges through a privilege escalation vulnerability in PHP. This impacts confidentiality and integrity, as it enables unauthorized access to sensitive data and system resources. The attack vector is remote, making it particularly concerning. While the hint suggests a severity level near High, independent analysis confirms this classification due to the significant impact on system security.",1.0,1,progressive_hint
02ac6610-f9b1-4044-976f-da6344e2f4ad,"NVT Name: HTTP Security Headers Detection / Summary: All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability described involves checking for known security headers on a remote web server. While missing or improperly configured headers can lead to security issues, the impact is generally limited to unauthorized access requiring specific conditions or local access. This aligns with the characteristics of a Low severity vulnerability as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
0c7e88c1-d244-48a1-8473-ff8f825023c3,"NVT Name: Redis < 5.0.14, 6.0.x < 6.0.16, 6.1.x < 6.2.6 Multiple Vulnerabilities / Summary: Redis is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2021-32628: Integer overflow in the ziplist data structure

  - CVE-2021-32675: Denial of Service (DoS)

  - CVE-2021-32687: Integer overflow in intsets

  - CVE-2021-32762: Integer overflow in redis-cli and redis-sentinel

  - CVE-2021-41099: Integer overflow in the underlying string library / Impact: [ausente]",High,"The described vulnerabilities involve integer overflows and DoS attacks, which can lead to significant impact on system availability and integrity. While specific impact details are not provided, the nature of these vulnerabilities suggests potential for remote exploitation and privilege escalation, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
a39802f7-9d3c-4e40-b0e7-5bd6edc99767,"NVT Name: OpenSSH < 7.3 DoS and User Enumeration Vulnerabilities - Linux / Summary: OpenSSH is prone to denial of service (DoS) and user enumeration
  vulnerabilities. / Vulnerability Insight: Multiple flaws exist due to:

  - The auth_password function in 'auth-passwd.c' script does not limit password lengths for
  password authentication.

  - The sshd in OpenSSH, when SHA256 or SHA512 are used for user password hashing uses BLOWFISH
  hashing on a static password when the username does not exist and it takes much longer to
  calculate SHA256/SHA512 hash than BLOWFISH hash. / Impact: Successfully exploiting this issue allows remote attackers to
  cause a denial of service (crypt CPU consumption) and to enumerate users by leveraging the timing
  difference between responses when a large password is provided.",High,"The vulnerability allows remote attackers to cause a denial of service and enumerate users, which impacts availability and integrity. The attack vector is remote, and no authentication is required, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
d01340f8-a244-4bdc-8a1e-0ada6e338bea,"NVT Name: Web Application Scanning Consolidation / Info Reporting / Summary: The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves web application scanning scripts that consolidate and report information. While it enables directory scanning and CGI script detection, the impact is limited to local access and requires specific configurations. There is no mention of remote exploitation or significant impact on confidentiality, integrity, or availability, aligning with the Low severity classification.",1.0,1,progressive_hint
58523e53-a063-4ecd-8bae-ddd7b2b8d710,"NVT Name: CPE Inventory / Summary: This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE. / Vulnerability Insight: [ausente] / Impact: [ausente]",Unknown,"The provided vulnerability information lacks specific details about the impact on confidentiality, integrity, or availability. Without knowing the exact nature of the vulnerability and its potential effects, it is challenging to classify it within the CVSSv3 severity taxonomy.",1.0,1,progressive_hint
8b669742-ed4a-4bf0-b5b6-f83330ea92e4,"NVT Name: Samba Information Disclosure Vulnerability (CVE-2020-14318) / Summary: Samba is prone to an information disclosure vulnerability. / Vulnerability Insight: Systems where Windows ACL permissions are more restrictive than native
  filesystem permissions can be made to leak file name information to unprivileged accounts. / Impact: [ausente]",Low,"The vulnerability involves an information disclosure issue where file name information can be leaked to unprivileged accounts. This impacts confidentiality but does not lead to unauthorized access or significant impact on integrity or availability. The attack requires local access and complex conditions, aligning with the characteristics of a Low severity vulnerability.",1.0,1,progressive_hint
455f6ee8-7eb4-4893-b285-4b82ecac9d4b,"NVT Name: SSL/TLS: Collect and Report Certificate Details / Summary: This script collects and reports the details of all SSL/TLS
  certificates.

  This data will be used by other tests to verify server certificates. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves collecting and reporting SSL/TLS certificate details, which is primarily used for verification purposes. It does not directly lead to unauthorized access or compromise the confidentiality, integrity, or availability of systems. The impact is limited, requiring local access and complex conditions, aligning with the characteristics of a Low severity vulnerability.",1.0,1,progressive_hint
eedfa0fe-c2c5-496b-b115-fa27f86df18f,"NVT Name: PHP 5.4.x < 5.4.32, 5.5.x < 5.5.15 Multiple Vulnerabilities (Aug 2014) / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2014-3597: Multiple overflow conditions in the 'php_parserr' function within
  ext/standard/dns.c script.

  - CVE-2014-3587: Integer overflow in the 'cdf_read_property_info' function in cdf.c within the
  Fileinfo component.

  - CVE-2014-5120: An error in the '_php_image_output_ctx' function within ext/gd/gd_ctx.c script as
  NULL bytes in paths to various image handling functions are not stripped. / Impact: Successful exploitation will allow remote attackers to
  overwrite arbitrary files, conduct denial of service attacks or potentially execute arbitrary
  code.",Critical,"The vulnerability allows remote attackers to overwrite arbitrary files, conduct denial of service attacks, or potentially execute arbitrary code. This impacts confidentiality, integrity, and availability with no authentication required, aligning with the Critical severity level as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
109cc9b3-a08a-422c-846f-438ed105813b,"NVT Name: SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection / Summary: It was possible to detect the usage of the deprecated TLSv1.0
  and/or TLSv1.1 protocol on this system. / Vulnerability Insight: The TLSv1.0 and TLSv1.1 protocols contain known cryptographic
  flaws like:

  - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST)

  - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy
  Encryption (FREAK) / Impact: An attacker might be able to use the known cryptographic flaws to
  eavesdrop the connection between clients and the service to get access to sensitive data
  transferred within the secured connection.

  Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates
  anymore.",High,"The vulnerability involves deprecated TLS protocols with known cryptographic flaws (FREAK and BEAST), allowing potential eavesdropping on sensitive data. This impacts confidentiality, as an attacker could access data transferred over the secured connection. The vulnerability is remotely exploitable, requiring no authentication, which aligns with the characteristics of a High severity level.",1.0,1,progressive_hint
15c75091-7cad-49f8-920d-a73c7629d770,NVT Name: Ruby Detection Consolidation / Summary: Consolidation of Ruby detections. / Vulnerability Insight: [ausente] / Impact: [ausente],Low,"The vulnerability described involves a consolidation of Ruby detections, with no specific impact or vulnerability insight provided. Given the hint that the severity level is near to Low and the absence of detailed impact information, this aligns with the CVSSv3 Low severity range, indicating limited impact and requiring complex conditions or local access for exploitation.",1.0,1,progressive_hint
a97d3886-3b7d-4c66-890a-d2e190b0d237,"NVT Name: OpenBSD OpenSSH 6.8p1 - 9.9p1 MitM Vulnerability / Summary: OpenBSD OpenSSH is prone to a man-in-the-middle (MitM)
  vulnerability. / Vulnerability Insight: ssh(1) in OpenSSH contained a logic error that allowed an
  on-path attacker (a.k.a MITM) to impersonate any server when the VerifyHostKeyDNS option is
  enabled. This option is off by default. / Impact: [ausente]",High,"The vulnerability allows a man-in-the-middle attack, which can lead to unauthorized access and potential data theft. Although the VerifyHostKeyDNS option is off by default, its presence indicates a significant risk, especially in environments where it might be enabled. The ability to impersonate any server remotely makes this vulnerability high severity.",1.0,1,progressive_hint
127d12c8-3c58-41c0-b474-362aed7f8abf,"NVT Name: PHP < 8.1.30, 8.2.x < 8.2.24, 8.3.x < 8.3.12 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2024-8925, CVE-2024-8928: Erroneous parsing of multipart form data

  - CVE-2024-8926: Bypass of CVE-2024-4577, Parameter Injection Vulnerability

  - CVE-2024-8927: cgi.force_redirect configuration is bypassable due to the environment variable
  collision

  - CVE-2024-9026: Logs from children may be altered / Impact: [ausente]",High,"The described vulnerabilities involve multiple issues such as erroneous parsing of multipart form data, parameter injection, and bypass of configurations. These vulnerabilities can lead to unauthorized access and potential privilege escalation, which aligns with the characteristics of a High severity level according to the CVSSv3 taxonomy.",1.0,1,progressive_hint
247330e1-bc87-4cb9-a889-dda4f6846240,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux / Summary: Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability. / Vulnerability Insight: Some mod_proxy configurations allow a HTTP Request Smuggling
  attack.

  Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or
  ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied
  request-target (URL) data and is then re-inserted into the proxied request-target using variable
  substitution. / Impact: Request splitting/smuggling could result in bypass of access
  controls in the proxy server, proxying unintended URLs to existing origin servers, and cache
  poisoning.",High,"The Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability allows for request splitting/smuggling, potentially bypassing access controls and proxying unintended URLs to existing origin servers. This can lead to cache poisoning and unauthorized access, which aligns with the characteristics of a High severity vulnerability as it involves significant impact and remote exploitability.",1.0,1,progressive_hint
7741889c-4673-4967-bb25-df4eadcf0df3,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.40 Multiple Vulnerabilities - Linux / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: Apache HTTP server is prone to multiple vulnerabilities:

  - A limited cross-site scripting issue affecting the mod_proxy error page. An attacker
  could cause the link on the error page to be malformed and instead point to a page of
  their choice. This would be exploitable where a server was set up with proxying enabled
  but was misconfigured in such a way that the Proxy Error page was displayed. (CVE-2019-10092)

  - Redirects configured with mod_rewrite that were intended to be self referential
  might be fooled by encoded newlines and redirect instead to an unexpected URL within
  the request URL. (CVE-2019-10098) / Impact: [ausente]",High,"The vulnerability involves a limited cross-site scripting issue and redirects that could be exploited, potentially leading to unauthorized access and manipulation of web content. Although the impact is not explicitly stated, the nature of the vulnerabilities and their potential for exploitation remotely suggest a high severity level.",1.0,1,progressive_hint
58c33eb0-59d7-4784-a4e1-ebc0bed3710f,"NVT Name: PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 Out of Bounds Read Memory Corruption Vulnerability (Mar 2016) - Linux / Summary: PHP is prone to an out-of-bounds read memory corruption
  vulnerability. / Vulnerability Insight: A memory corruption vulnerability occurs via a large
  'bgd_color' argument to the 'imagerotate' function in 'ext/gd/libgd/gd_interpolation.c' script. / Impact: Successfully exploiting this issue allow remote attackers to
  obtain sensitive information or cause a denial-of-service condition.",High,"The vulnerability allows remote attackers to obtain sensitive information or cause a denial-of-service condition, which aligns with the impact criteria for a High severity level. The attack can be remotely executed, and it involves memory corruption, indicating significant impact on system integrity and availability.",1.0,1,progressive_hint
9f11967e-5b29-4fe8-8280-78e90841ddf0,"NVT Name: ICMP Timestamp Reply Information Disclosure / Summary: The remote host responded to an ICMP timestamp request. / Vulnerability Insight: The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp. / Impact: This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,"The vulnerability involves an information disclosure through ICMP timestamp replies, which could potentially be used to exploit weak time-based random number generators. However, this requires remote access and is not directly exploitable, making it a Low severity vulnerability according to the CVSSv3 taxonomy.",1.0,1,progressive_hint
