id,informacoes_das_colunas,categoria,explicacao,qualidade,iteracao,technique_used
d6329559-992a-468e-87cf-1fac71a670de,NVT Name: PHP Heap Use-After-Free Vulnerability (Sep 2019) - Linux / Summary: PHP is prone to a heap-based use-after-free vulnerability. / Vulnerability Insight: PHP is prone to a heap use-after-free in pcrelib (cmb). / Impact: [ausente],Medium,"The PHP Heap Use-After-Free Vulnerability can potentially allow an attacker to execute arbitrary code (RCE) if exploited successfully. However, it requires specific conditions and knowledge about the vulnerable system. Since it's not a critical vulnerability that allows RCE without authentication, it falls under Medium severity level.",1.0,1,progressive_rectification
02731560-68b7-4b79-9b2e-f30d5111d83f,"NVT Name: PHP < 5.4.40, 5.5.x < 5.5.24, 5.6.x < 5.6.8 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - Multiple stack-based buffer overflows in the 'phar_set_inode' function in phar_internal.h script
  in PHP.

  - Vulnerabilities in 'phar_parse_metadata' and 'phar_parse_pharfile' functions in ext/phar/phar.c
  script in PHP.

  - A NULL pointer dereference flaw in the 'build_tablename' function in 'ext/pgsql/pgsql.c' script
  that is triggered when handling NULL return values for 'token' / Impact: Successfully exploiting these issues allow remote attackers to
  cause a denial of service, to obtain sensitive information from process memory and to execute
  arbitrary code via crafted dimensions.",High,"The described vulnerabilities allow remote attackers to cause a denial of service, obtain sensitive information, and execute arbitrary code. These conditions meet the criteria for a high severity level as they pose a significant impact and are remotely exploitable.",1.0,1,progressive_rectification
81872fcd-d12e-4fd0-8fdf-64beebb6f268,"NVT Name: Oracle MySQL Server <= 5.5.51 Security Update (cpuoct2016) - Linux / Summary: Oracle MySQL Server is prone to an unspecified vulnerability. / Vulnerability Insight: The flaw exists due to an unspecified error within the
  'Server:DML' component. / Impact: Successful exploitation of this vulnerability will allow a
  remote authenticated user to cause denial of service conditions.",High,"The vulnerability allows a remote authenticated user to cause denial of service conditions, which can significantly impact the availability of the system. Although the exact nature of the vulnerability is unspecified, the potential for remote exploitation and the high-impact denial of service condition justifies classifying this as a High severity vulnerability.",1.0,1,progressive_rectification
48a34e59-fbd9-4698-b18c-80ff4df2b7a0,"NVT Name: Database Open Access Information Disclosure Vulnerability / Summary: Various Database server might be prone to an information
  disclosure vulnerability if accessible to remote systems. / Vulnerability Insight: The remote database server is not restricting direct access from
  remote systems. / Impact: Successful exploitation could allow an attacker to obtain
  sensitive information from the database.",Medium,"The vulnerability allows an unauthorized remote user to access sensitive information from the database, which could potentially lead to data breaches. Although it requires remote access, the impact is moderate and the attack vector is not overly complex. However, since no authentication is required, it slightly leans towards a higher severity level. But given the current description, it can be classified as Medium.",1.0,1,progressive_rectification
7de117fc-7093-4fc5-ac5f-bd726d0a18ff,"NVT Name: Traceroute / Summary: Collect information about the network route and
  network distance between the scanner host and the target host. / Vulnerability Insight: For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more. / Impact: [ausente]",Low,"The traceroute vulnerability provides information about network routes, which in itself does not pose a direct threat to confidentiality, integrity, or availability. However, if an attacker gains access to this information, they might use it for reconnaissance purposes to identify potential targets or paths for further attacks. Yet, the exploitation of this vulnerability requires complex conditions and local access, making it less severe.",1.0,1,progressive_rectification
b7f4687d-3f57-445e-afcb-7afad43c2a4f,"NVT Name: PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux / Summary: PHP released new versions which include a security fix. / Vulnerability Insight: Fix #81708: UAF due to php_filter_float() failing for ints. / Impact: [ausente]",Medium,"The vulnerability (Fix #81708) is an Use-After-Free (UAF) issue due to php_filter_float() failing for integers. While it doesn't seem to directly impact confidentiality, integrity, or availability at first glance, a UAF can potentially lead to arbitrary code execution or memory corruption if exploited successfully. However, the attacker would need local access to the system, which makes the overall impact somewhat limited compared to high or critical severity levels. The vulnerability affects PHP versions below 7.4.28, 8.0.x < 8.0.16, and 8.1.x < 8.1.3, so it's important for users to update their PHP installations as soon as possible to mitigate the risk.",1.0,1,progressive_rectification
a7f30457-329c-4fa9-9eab-ae3ad3397ec0,NVT Name: IP Forwarding Enabled - Active Check / Summary: Checks if the remote host has IP forwarding enabled. / Vulnerability Insight: [ausente] / Impact: [ausente],Low,"The vulnerability checks if IP forwarding is enabled on a remote host, which in itself does not pose a direct threat. However, if IP forwarding is enabled without proper security measures, it could potentially be exploited to route traffic and launch attacks. Therefore, the potential impact is limited, and complex conditions are required for exploitation.",1.0,1,progressive_rectification
9646f65c-0637-4011-b089-1bf25c324dd2,"NVT Name: Web Application Scanning Consolidation / Info Reporting / Summary: The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Medium,"The vulnerability involves multiple scripts and settings that could potentially allow an attacker to enumerate information about web applications, including version detection and directory scanning. While it does not seem to directly lead to remote code execution or privilege escalation, the potential for unauthorized access and data exposure makes it a moderate risk.",1.0,1,progressive_rectification
03706f83-3539-43b5-a8ec-091dd9bb8df0,"NVT Name: PHP 5.4.x < 5.4.27, 5.5.x < 5.5.12 Privilege Escalation Vulnerability / Summary: PHP is prone to a privilege escalation vulnerability. / Vulnerability Insight: An error in 'sapi/fpm/fpm/fpm_unix.c' within FastCGI Process
  Manager allows setting insecure permissions for a unix socket. / Impact: Successful exploitation will allow remote attackers to gain
  access to the socket and gain elevated privileges.",High,"The vulnerability allows remote attackers to gain elevated privileges, which is a significant impact and can be exploited remotely without authentication. This meets the criteria for a high severity level in the CVSSv3 taxonomy.",1.0,1,progressive_rectification
02ac6610-f9b1-4044-976f-da6344e2f4ad,"NVT Name: HTTP Security Headers Detection / Summary: All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target. / Vulnerability Insight: [ausente] / Impact: [ausente]",Medium,"The vulnerability involves missing or improperly implemented security headers, which can lead to potential information disclosure, cross-site scripting (XSS) attacks, clickjacking, and other security issues. While not directly exploitable remotely without user interaction, the presence of these vulnerabilities can increase the attack surface and potentially allow unauthorized access or data theft if exploited.",1.0,1,progressive_rectification
0c7e88c1-d244-48a1-8473-ff8f825023c3,"NVT Name: Redis < 5.0.14, 6.0.x < 6.0.16, 6.1.x < 6.2.6 Multiple Vulnerabilities / Summary: Redis is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2021-32628: Integer overflow in the ziplist data structure

  - CVE-2021-32675: Denial of Service (DoS)

  - CVE-2021-32687: Integer overflow in intsets

  - CVE-2021-32762: Integer overflow in redis-cli and redis-sentinel

  - CVE-2021-41099: Integer overflow in the underlying string library / Impact: [ausente]",High,"Multiple integer overflow vulnerabilities (CVE-2021-32628, CVE-2021-32675, CVE-2021-32687, CVE-2021-32762, CVE-2021-41099) can lead to significant impact, including remote code execution (RCE), privilege escalation, and denial of service. These vulnerabilities require no authentication and can be exploited under various conditions, making them high severity.",1.0,1,progressive_rectification
a39802f7-9d3c-4e40-b0e7-5bd6edc99767,"NVT Name: OpenSSH < 7.3 DoS and User Enumeration Vulnerabilities - Linux / Summary: OpenSSH is prone to denial of service (DoS) and user enumeration
  vulnerabilities. / Vulnerability Insight: Multiple flaws exist due to:

  - The auth_password function in 'auth-passwd.c' script does not limit password lengths for
  password authentication.

  - The sshd in OpenSSH, when SHA256 or SHA512 are used for user password hashing uses BLOWFISH
  hashing on a static password when the username does not exist and it takes much longer to
  calculate SHA256/SHA512 hash than BLOWFISH hash. / Impact: Successfully exploiting this issue allows remote attackers to
  cause a denial of service (crypt CPU consumption) and to enumerate users by leveraging the timing
  difference between responses when a large password is provided.",High,"The vulnerability allows remote attackers to cause a denial of service (DoS) by exploiting a timing difference between responses when a large password is provided. This can lead to significant CPU consumption, impacting the availability of the system. Additionally, the vulnerability enables user enumeration, which could potentially be used for further attacks. The remote access requirement and the high CPU consumption make this a high severity issue.",1.0,1,progressive_rectification
d01340f8-a244-4bdc-8a1e-0ada6e338bea,"NVT Name: Web Application Scanning Consolidation / Info Reporting / Summary: The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Medium,"The vulnerability lies in the configuration of multiple scripts and settings that could potentially allow an attacker to enumerate more information about the web application, discover hidden directories, or perform CGI scanning. While no specific exploit is mentioned, the combination of these settings could lead to a partial unauthorized access scenario (medium impact). The attack vector seems to require some knowledge of the target's configuration and potentially complex conditions to be fully exploited. However, it does not appear to allow for remote code execution or privilege escalation, which would classify it as high or critical severity.",1.0,1,progressive_rectification
58523e53-a063-4ecd-8bae-ddd7b2b8d710,"NVT Name: CPE Inventory / Summary: This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE. / Vulnerability Insight: [ausente] / Impact: [ausente]",Medium,"The vulnerability involves potential duplication of CPE identities for specific products, which could lead to confusion in identifying and addressing security issues. This might result in delayed or incorrect remediation efforts, impacting the system's integrity and availability. However, it does not seem to pose a significant risk of remote code execution or privilege escalation, hence the Medium severity level.",1.0,1,progressive_rectification
8b669742-ed4a-4bf0-b5b6-f83330ea92e4,"NVT Name: Samba Information Disclosure Vulnerability (CVE-2020-14318) / Summary: Samba is prone to an information disclosure vulnerability. / Vulnerability Insight: Systems where Windows ACL permissions are more restrictive than native
  filesystem permissions can be made to leak file name information to unprivileged accounts. / Impact: [ausente]",Medium,"The vulnerability allows unprivileged accounts to gain access to file name information, which could potentially be used for further exploitation. However, it requires specific conditions (Windows ACL permissions being more restrictive than native filesystem permissions) and does not seem to allow for remote code execution or privilege escalation without additional vulnerabilities being present.",1.0,1,progressive_rectification
455f6ee8-7eb4-4893-b285-4b82ecac9d4b,"NVT Name: SSL/TLS: Collect and Report Certificate Details / Summary: This script collects and reports the details of all SSL/TLS
  certificates.

  This data will be used by other tests to verify server certificates. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The script collects and reports SSL/TLS certificate details, which is diagnostic data. While this information could potentially be used in a malicious way (e.g., for impersonating the server), it does not directly lead to a significant impact on confidentiality, integrity, or availability. The script itself does not appear to have any exploitable vulnerabilities or require complex conditions or privileges for execution.",1.0,1,progressive_rectification
eedfa0fe-c2c5-496b-b115-fa27f86df18f,"NVT Name: PHP 5.4.x < 5.4.32, 5.5.x < 5.5.15 Multiple Vulnerabilities (Aug 2014) / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2014-3597: Multiple overflow conditions in the 'php_parserr' function within
  ext/standard/dns.c script.

  - CVE-2014-3587: Integer overflow in the 'cdf_read_property_info' function in cdf.c within the
  Fileinfo component.

  - CVE-2014-5120: An error in the '_php_image_output_ctx' function within ext/gd/gd_ctx.c script as
  NULL bytes in paths to various image handling functions are not stripped. / Impact: Successful exploitation will allow remote attackers to
  overwrite arbitrary files, conduct denial of service attacks or potentially execute arbitrary
  code.",High,"The vulnerabilities CVE-2014-3597, CVE-2014-3587, and CVE-2014-5120 can lead to remote code execution (RCE), overwriting arbitrary files, and denial of service attacks. These conditions meet the criteria for a high severity level as they pose significant impact and are remotely exploitable without requiring authentication.",1.0,1,progressive_rectification
109cc9b3-a08a-422c-846f-438ed105813b,"NVT Name: SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection / Summary: It was possible to detect the usage of the deprecated TLSv1.0
  and/or TLSv1.1 protocol on this system. / Vulnerability Insight: The TLSv1.0 and TLSv1.1 protocols contain known cryptographic
  flaws like:

  - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST)

  - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy
  Encryption (FREAK) / Impact: An attacker might be able to use the known cryptographic flaws to
  eavesdrop the connection between clients and the service to get access to sensitive data
  transferred within the secured connection.

  Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates
  anymore.",High,"The presence of deprecated TLSv1.0 and TLSv1.1 protocols, which contain known cryptographic flaws like CVE-2011-3389 (BEAST) and CVE-2015-0204 (FREAK), poses a significant risk of eavesdropping on connections between clients and the service to access sensitive data. The attacker does not require complex conditions or local access, making this vulnerability remotely exploitable with high impact.",1.0,1,progressive_rectification
15c75091-7cad-49f8-920d-a73c7629d770,NVT Name: Ruby Detection Consolidation / Summary: Consolidation of Ruby detections. / Vulnerability Insight: [ausente] / Impact: [ausente],Informational,"The provided vulnerability information lacks sufficient details about the type, impact, and attack vector. The absence of a specific vulnerability name ([ausente]) and impact ([ausente]) indicates that this is likely an informational issue rather than a security vulnerability with potential consequences for confidentiality, integrity, or availability.",1.0,1,progressive_rectification
a97d3886-3b7d-4c66-890a-d2e190b0d237,"NVT Name: OpenBSD OpenSSH 6.8p1 - 9.9p1 MitM Vulnerability / Summary: OpenBSD OpenSSH is prone to a man-in-the-middle (MitM)
  vulnerability. / Vulnerability Insight: ssh(1) in OpenSSH contained a logic error that allowed an
  on-path attacker (a.k.a MITM) to impersonate any server when the VerifyHostKeyDNS option is
  enabled. This option is off by default. / Impact: [ausente]",Medium,"The vulnerability allows a man-in-the-middle attacker to impersonate any server when the VerifyHostKeyDNS option is enabled. While this vulnerability requires the user to have this specific option enabled, it does allow for partial unauthorized access and potential data manipulation, making it a medium severity level according to the CVSSv3 taxonomy.",1.0,1,progressive_rectification
127d12c8-3c58-41c0-b474-362aed7f8abf,"NVT Name: PHP < 8.1.30, 8.2.x < 8.2.24, 8.3.x < 8.3.12 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2024-8925, CVE-2024-8928: Erroneous parsing of multipart form data

  - CVE-2024-8926: Bypass of CVE-2024-4577, Parameter Injection Vulnerability

  - CVE-2024-8927: cgi.force_redirect configuration is bypassable due to the environment variable
  collision

  - CVE-2024-9026: Logs from children may be altered / Impact: [ausente]",Medium,"The identified vulnerabilities involve erroneous parsing of multipart form data, parameter injection, bypassing configuration settings, and altering logs from children. These issues could potentially lead to unauthorized access or manipulation of data, which falls under the medium severity level as they require some level of complexity and conditions to be exploited. However, since there is no explicit mention of Remote Code Execution (RCE) or no authentication being required, it remains below the high and critical severity levels.",1.0,1,progressive_rectification
247330e1-bc87-4cb9-a889-dda4f6846240,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux / Summary: Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability. / Vulnerability Insight: Some mod_proxy configurations allow a HTTP Request Smuggling
  attack.

  Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or
  ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied
  request-target (URL) data and is then re-inserted into the proxied request-target using variable
  substitution. / Impact: Request splitting/smuggling could result in bypass of access
  controls in the proxy server, proxying unintended URLs to existing origin servers, and cache
  poisoning.",High,"The Apache HTTP Server's HTTP Request Smuggling vulnerability allows for bypass of access controls, proxying unintended URLs to existing origin servers, and cache poisoning. These actions can lead to significant impact on the system's integrity and confidentiality. Although it requires specific configurations, the potential for remote exploitation makes it a high severity vulnerability.",1.0,1,progressive_rectification
7741889c-4673-4967-bb25-df4eadcf0df3,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.40 Multiple Vulnerabilities - Linux / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: Apache HTTP server is prone to multiple vulnerabilities:

  - A limited cross-site scripting issue affecting the mod_proxy error page. An attacker
  could cause the link on the error page to be malformed and instead point to a page of
  their choice. This would be exploitable where a server was set up with proxying enabled
  but was misconfigured in such a way that the Proxy Error page was displayed. (CVE-2019-10092)

  - Redirects configured with mod_rewrite that were intended to be self referential
  might be fooled by encoded newlines and redirect instead to an unexpected URL within
  the request URL. (CVE-2019-10098) / Impact: [ausente]",Medium,"The cross-site scripting issue (CVE-2019-10092) allows an attacker to manipulate the error page link, which could potentially lead to phishing or information disclosure if the server is misconfigured to display the Proxy Error page. The redirect vulnerability (CVE-2019-10098) might allow an attacker to trick the server into following an unexpected URL within the request URL due to encoded newlines, which could lead to unintended redirection or information leakage. Both vulnerabilities require some level of misconfiguration on the server side and do not seem to pose a critical threat, but they still represent a medium severity level due to their potential impact on integrity and confidentiality.",1.0,1,progressive_rectification
